Name	ScopeWizard	
File	C:\Users\ysmandza\Documents\lcls\lcsl-motion-test-incremental-encoder\data\Scope Project6.csv	
Starttime of export	133907160119130000	Friday, May 2, 2025	20:20:11.913
Endtime of export	133907161699530000	Friday, May 2, 2025	20:22:49.953


Name	fPosition	Name	fPosDiff	Name	nRawEncoderDINT	Name	bPositionHolding
510	-10000	510	-117	510	-10117	510	0
520	-10000	520	-118	520	-10118	520	0
530	-10000	530	-117	530	-10117	530	0
540	-10000	540	-119	540	-10119	540	0
550	-10000	550	-119	550	-10119	550	0
560	-10000	560	-118	560	-10118	560	0
570	-10000	570	-120	570	-10120	570	0
580	-10000	580	-117	580	-10117	580	0
590	-10000	590	-120	590	-10120	590	0
600	-10000	600	-118	600	-10118	600	0
610	-10000	610	-119	610	-10119	610	0
620	-10000	620	-118	620	-10118	620	0
630	-10000	630	-120	630	-10120	630	0
640	-10000	640	-119	640	-10119	640	0
650	-10000	650	-118	650	-10118	650	0
660	-10000	660	-118	660	-10118	660	0
670	-10000	670	-118	670	-10118	670	0
680	-10000	680	-117	680	-10117	680	0
690	-10000	690	-119	690	-10119	690	0
700	-10000	700	-119	700	-10119	700	0
710	-10000	710	-117	710	-10117	710	0
720	-10000	720	-117	720	-10117	720	0
730	-10000	730	-119	730	-10119	730	0
740	-10000	740	-117	740	-10117	740	0
750	-10000	750	-119	750	-10119	750	0
760	-10000	760	-117	760	-10117	760	0
770	-10000	770	-117	770	-10117	770	0
780	-10000	780	-119	780	-10119	780	0
790	-10000	790	-120	790	-10120	790	0
800	-10000	800	-119	800	-10119	800	0
810	-10000	810	-119	810	-10119	810	0
820	-10000	820	-116	820	-10116	820	0
830	-10000	830	-120	830	-10120	830	0
840	-10000	840	-118	840	-10118	840	0
850	-10000	850	-119	850	-10119	850	0
860	-10000	860	-117	860	-10117	860	0
870	-10000	870	-118	870	-10118	870	0
880	-10000	880	-119	880	-10119	880	0
890	-10000	890	-117	890	-10117	890	0
900	-10000	900	-119	900	-10119	900	0
910	-10000	910	-117	910	-10117	910	0
920	-10000	920	-118	920	-10118	920	0
930	-10000	930	-117	930	-10117	930	0
940	-10000	940	-118	940	-10118	940	0
950	-10000	950	-118	950	-10118	950	0
960	-10000	960	-120	960	-10120	960	0
970	-10000	970	-120	970	-10120	970	0
980	-10000	980	-118	980	-10118	980	0
990	-10000	990	-120	990	-10120	990	0
1000	-10000	1000	-117	1000	-10117	1000	0
1010	-10000	1010	-119	1010	-10119	1010	0
1020	-10000	1020	-117	1020	-10117	1020	0
1030	-10000	1030	-118	1030	-10118	1030	0
1040	-10000	1040	-118	1040	-10118	1040	0
1050	-10000	1050	-119	1050	-10119	1050	0
1060	-10000	1060	-120	1060	-10120	1060	0
1070	-10000	1070	-119	1070	-10119	1070	0
1080	-10000	1080	-118	1080	-10118	1080	0
1090	-10000	1090	-116	1090	-10116	1090	0
1100	-10000	1100	-116	1100	-10116	1100	0
1110	-10000	1110	-117	1110	-10117	1110	0
1120	-10000	1120	-117	1120	-10117	1120	0
1130	-10000	1130	-118	1130	-10118	1130	0
1140	-10000	1140	-117	1140	-10117	1140	0
1150	-10000	1150	-117	1150	-10117	1150	0
1160	-10000	1160	-117	1160	-10117	1160	0
1170	-10000	1170	-117	1170	-10117	1170	0
1180	-10000	1180	-117	1180	-10117	1180	0
1190	-10000	1190	-117	1190	-10117	1190	0
1200	-10000	1200	-118	1200	-10118	1200	0
1210	-10000	1210	-117	1210	-10117	1210	0
1220	-10000	1220	-119	1220	-10119	1220	0
1230	-10000	1230	-117	1230	-10117	1230	0
1240	-10000	1240	-118	1240	-10118	1240	0
1250	-10000	1250	-118	1250	-10118	1250	0
1260	-10000	1260	-119	1260	-10119	1260	0
1270	-10000	1270	-119	1270	-10119	1270	0
1280	-10000	1280	-117	1280	-10117	1280	0
1290	-10000	1290	-118	1290	-10118	1290	0
1300	-10000	1300	-117	1300	-10117	1300	0
1310	-10000	1310	-116	1310	-10116	1310	0
1320	-10000	1320	-119	1320	-10119	1320	0
1330	-10000	1330	-118	1330	-10118	1330	0
1340	-10000	1340	-118	1340	-10118	1340	0
1350	-10000	1350	-118	1350	-10118	1350	0
1360	-10000	1360	-117	1360	-10117	1360	0
1370	-10000	1370	-120	1370	-10120	1370	0
1380	-10000	1380	-118	1380	-10118	1380	0
1390	-10000	1390	-118	1390	-10118	1390	0
1400	-10000	1400	-118	1400	-10118	1400	0
1410	-10000	1410	-121	1410	-10121	1410	0
1420	-10000	1420	-118	1420	-10118	1420	0
1430	-10000	1430	-119	1430	-10119	1430	0
1440	-10000	1440	-118	1440	-10118	1440	0
1450	-10000	1450	-117	1450	-10117	1450	0
1460	-10000	1460	-120	1460	-10120	1460	0
1470	-10000	1470	-119	1470	-10119	1470	0
1480	-10000	1480	-118	1480	-10118	1480	0
1490	-10000	1490	-119	1490	-10119	1490	0
1500	-10000	1500	-118	1500	-10118	1500	0
1510	-10000	1510	-119	1510	-10119	1510	0
1520	-10000	1520	-119	1520	-10119	1520	0
1530	-10000	1530	-119	1530	-10119	1530	0
1540	-10000	1540	-118	1540	-10118	1540	0
1550	-10000	1550	-119	1550	-10119	1550	0
1560	-10000	1560	-117	1560	-10117	1560	0
1570	-10000	1570	-118	1570	-10118	1570	0
1580	-10000	1580	-121	1580	-10121	1580	0
1590	-10000	1590	-117	1590	-10117	1590	0
1600	-10000	1600	-119	1600	-10119	1600	0
1610	-10000	1610	-119	1610	-10119	1610	0
1620	-10000	1620	-117	1620	-10117	1620	0
1630	-10000	1630	-119	1630	-10119	1630	0
1640	-10000	1640	-118	1640	-10118	1640	0
1650	-10000	1650	-119	1650	-10119	1650	0
1660	-10000	1660	-120	1660	-10120	1660	0
1670	-10000	1670	-119	1670	-10119	1670	0
1680	-10000	1680	-120	1680	-10120	1680	0
1690	-10000	1690	-118	1690	-10118	1690	0
1700	-10000	1700	-120	1700	-10120	1700	0
1710	-10000	1710	-118	1710	-10118	1710	0
1720	-10000	1720	-116	1720	-10116	1720	0
1730	-10000	1730	-117	1730	-10117	1730	0
1740	-10000	1740	-118	1740	-10118	1740	0
1750	-10000	1750	-119	1750	-10119	1750	0
1760	-10000	1760	-119	1760	-10119	1760	0
1770	-10000	1770	-119	1770	-10119	1770	0
1780	-10000	1780	-117	1780	-10117	1780	0
1790	-10000	1790	-120	1790	-10120	1790	0
1800	-10000	1800	-120	1800	-10120	1800	0
1810	-10000	1810	-120	1810	-10120	1810	0
1820	-10000	1820	-117	1820	-10117	1820	0
1830	-10000	1830	-119	1830	-10119	1830	0
1840	-10000	1840	-119	1840	-10119	1840	0
1850	-10000	1850	-118	1850	-10118	1850	0
1860	-10000	1860	-120	1860	-10120	1860	0
1870	-10000	1870	-119	1870	-10119	1870	0
1880	-10000	1880	-120	1880	-10120	1880	0
1890	-10000	1890	-118	1890	-10118	1890	0
1900	-10000	1900	-117	1900	-10117	1900	0
1910	-10000	1910	-119	1910	-10119	1910	0
1920	-10000	1920	-118	1920	-10118	1920	0
1930	-10000	1930	-119	1930	-10119	1930	0
1940	-10000	1940	-119	1940	-10119	1940	0
1950	-10000	1950	-119	1950	-10119	1950	0
1960	-10000	1960	-120	1960	-10120	1960	0
1970	-10000	1970	-120	1970	-10120	1970	0
1980	-10000	1980	-119	1980	-10119	1980	0
1990	-10000	1990	-119	1990	-10119	1990	0
2000	-10000	2000	-120	2000	-10120	2000	0
2010	-10000	2010	-120	2010	-10120	2010	0
2020	-10000	2020	-119	2020	-10119	2020	0
2030	-10000	2030	-118	2030	-10118	2030	0
2040	-10000	2040	-117	2040	-10117	2040	0
2050	-10000	2050	-117	2050	-10117	2050	0
2060	-10000	2060	-119	2060	-10119	2060	0
2070	-10000	2070	-119	2070	-10119	2070	0
2080	-10000	2080	-118	2080	-10118	2080	0
2090	-10000	2090	-119	2090	-10119	2090	0
2100	-10000	2100	-115	2100	-10115	2100	0
2110	-10000	2110	-120	2110	-10120	2110	0
2120	-10000	2120	-119	2120	-10119	2120	0
2130	-10000	2130	-119	2130	-10119	2130	0
2140	-10000	2140	-119	2140	-10119	2140	0
2150	-10000	2150	-117	2150	-10117	2150	0
2160	-10000	2160	-119	2160	-10119	2160	0
2170	-10000	2170	-118	2170	-10118	2170	0
2180	-10000	2180	-118	2180	-10118	2180	0
2190	-10000	2190	-117	2190	-10117	2190	0
2200	-10000	2200	-118	2200	-10118	2200	0
2210	-10000	2210	-117	2210	-10117	2210	0
2220	-10000	2220	-117	2220	-10117	2220	0
2230	-10000	2230	-119	2230	-10119	2230	0
2240	-10000	2240	-117	2240	-10117	2240	0
2250	-10000	2250	-119	2250	-10119	2250	0
2260	-10000	2260	-118	2260	-10118	2260	0
2270	-10000	2270	-117	2270	-10117	2270	0
2280	-10000	2280	-118	2280	-10118	2280	0
2290	-10000	2290	-119	2290	-10119	2290	0
2300	-10000	2300	-118	2300	-10118	2300	0
2310	-10000	2310	-119	2310	-10119	2310	0
2320	-10000	2320	-118	2320	-10118	2320	0
2330	-10000	2330	-118	2330	-10118	2330	0
2340	-10000	2340	-119	2340	-10119	2340	0
2350	-10000	2350	-120	2350	-10120	2350	0
2360	-10000	2360	-119	2360	-10119	2360	0
2370	-10000	2370	-120	2370	-10120	2370	0
2380	-10000	2380	-119	2380	-10119	2380	0
2390	-10000	2390	-118	2390	-10118	2390	0
2400	-10000	2400	-117	2400	-10117	2400	0
2410	-10000	2410	-121	2410	-10121	2410	0
2420	-10000	2420	-118	2420	-10118	2420	0
2430	-10000	2430	-119	2430	-10119	2430	0
2440	-10000	2440	-120	2440	-10120	2440	0
2450	-10000	2450	-121	2450	-10121	2450	0
2460	-10000	2460	-121	2460	-10121	2460	0
2470	-10000	2470	-118	2470	-10118	2470	0
2480	-10000	2480	-119	2480	-10119	2480	0
2490	-10000	2490	-119	2490	-10119	2490	0
2500	-10000	2500	-119	2500	-10119	2500	0
2510	-10000	2510	-120	2510	-10120	2510	0
2520	-10000	2520	-120	2520	-10120	2520	0
2530	-10000	2530	-118	2530	-10118	2530	0
2540	-10000	2540	-118	2540	-10118	2540	0
2550	-10000	2550	-119	2550	-10119	2550	0
2560	-10000	2560	-119	2560	-10119	2560	0
2570	-10000	2570	-120	2570	-10120	2570	0
2580	-10000	2580	-120	2580	-10120	2580	0
2590	-10000	2590	-119	2590	-10119	2590	0
2600	-10000	2600	-120	2600	-10120	2600	0
2610	-10000	2610	-119	2610	-10119	2610	0
2620	-10000	2620	-120	2620	-10120	2620	0
2630	-10000	2630	-118	2630	-10118	2630	0
2640	-10000	2640	-119	2640	-10119	2640	0
2650	-10000	2650	-119	2650	-10119	2650	0
2660	-10000	2660	-121	2660	-10121	2660	0
2670	-10000	2670	-118	2670	-10118	2670	0
2680	-10000	2680	-117	2680	-10117	2680	0
2690	-10000	2690	-116	2690	-10116	2690	0
2700	-10000	2700	-117	2700	-10117	2700	0
2710	-10000	2710	-117	2710	-10117	2710	0
2720	-10000	2720	-118	2720	-10118	2720	0
2730	-10000	2730	-117	2730	-10117	2730	0
2740	-10000	2740	-118	2740	-10118	2740	0
2750	-10000	2750	-118	2750	-10118	2750	0
2760	-10000	2760	-118	2760	-10118	2760	0
2770	-10000	2770	-118	2770	-10118	2770	0
2780	-10000	2780	-118	2780	-10118	2780	0
2790	-10000	2790	-119	2790	-10119	2790	0
2800	-10000	2800	-117	2800	-10117	2800	0
2810	-10000	2810	-118	2810	-10118	2810	0
2820	-10000	2820	-119	2820	-10119	2820	0
2830	-10000	2830	-119	2830	-10119	2830	0
2840	-10000	2840	-119	2840	-10119	2840	0
2850	-10000	2850	-119	2850	-10119	2850	0
2860	-10000	2860	-116	2860	-10116	2860	0
2870	-10000	2870	-117	2870	-10117	2870	0
2880	-10000	2880	-117	2880	-10117	2880	0
2890	-10000	2890	-119	2890	-10119	2890	0
2900	-10000	2900	-117	2900	-10117	2900	0
2910	-10000	2910	-118	2910	-10118	2910	0
2920	-10000	2920	-116	2920	-10116	2920	0
2930	-10000	2930	-118	2930	-10118	2930	0
2940	-10000	2940	-119	2940	-10119	2940	0
2950	-10000	2950	-116	2950	-10116	2950	0
2960	-10000	2960	-116	2960	-10116	2960	0
2970	-10000	2970	-117	2970	-10117	2970	0
2980	-10000	2980	-117	2980	-10117	2980	0
2990	-10000	2990	-118	2990	-10118	2990	0
3000	-10000	3000	-117	3000	-10117	3000	0
3010	-10000	3010	-118	3010	-10118	3010	0
3020	-10000	3020	-115	3020	-10115	3020	0
3030	-10000	3030	-115	3030	-10115	3030	0
3040	-10000	3040	-118	3040	-10118	3040	0
3050	-10000	3050	-118	3050	-10118	3050	0
3060	-10000	3060	-118	3060	-10118	3060	0
3070	-10000	3070	-117	3070	-10117	3070	0
3080	-10000	3080	-119	3080	-10119	3080	0
3090	-10000	3090	-116	3090	-10116	3090	0
3100	-10000	3100	-117	3100	-10117	3100	0
3110	-10000	3110	-117	3110	-10117	3110	0
3120	-10000	3120	-118	3120	-10118	3120	0
3130	-10000	3130	-118	3130	-10118	3130	0
3140	-10000	3140	-117	3140	-10117	3140	0
3150	-10000	3150	-117	3150	-10117	3150	0
3160	-10000	3160	-117	3160	-10117	3160	0
3170	-10000	3170	-119	3170	-10119	3170	0
3180	-10000	3180	-117	3180	-10117	3180	0
3190	-10000	3190	-116	3190	-10116	3190	0
3200	-10000	3200	-118	3200	-10118	3200	0
3210	-10000	3210	-118	3210	-10118	3210	0
3220	-10000	3220	-118	3220	-10118	3220	0
3230	-10000	3230	-117	3230	-10117	3230	0
3240	-10000	3240	-118	3240	-10118	3240	0
3250	-10000	3250	-118	3250	-10118	3250	0
3260	-10000	3260	-117	3260	-10117	3260	0
3270	-10000	3270	-118	3270	-10118	3270	0
3280	-10000	3280	-119	3280	-10119	3280	0
3290	-10000	3290	-116	3290	-10116	3290	0
3300	-10000	3300	-119	3300	-10119	3300	0
3310	-10000	3310	-118	3310	-10118	3310	0
3320	-10000	3320	-119	3320	-10119	3320	0
3330	-10000	3330	-119	3330	-10119	3330	0
3340	-10000	3340	-118	3340	-10118	3340	0
3350	-10000	3350	-117	3350	-10117	3350	0
3360	-10000	3360	-118	3360	-10118	3360	0
3370	-10000	3370	-118	3370	-10118	3370	0
3380	-10000	3380	-116	3380	-10116	3380	0
3390	-10000	3390	-118	3390	-10118	3390	0
3400	-10000	3400	-118	3400	-10118	3400	0
3410	-10000	3410	-118	3410	-10118	3410	0
3420	-10000	3420	-118	3420	-10118	3420	0
3430	-10000	3430	-119	3430	-10119	3430	0
3440	-10000	3440	-115	3440	-10115	3440	0
3450	-10000	3450	-119	3450	-10119	3450	0
3460	-10000	3460	-118	3460	-10118	3460	0
3470	-10000	3470	-118	3470	-10118	3470	0
3480	-10000	3480	-118	3480	-10118	3480	0
3490	-10000	3490	-118	3490	-10118	3490	0
3500	-10000	3500	-119	3500	-10119	3500	0
3510	-10000	3510	-119	3510	-10119	3510	0
3520	-10000	3520	-117	3520	-10117	3520	0
3530	-10000	3530	-118	3530	-10118	3530	0
3540	-10000	3540	-118	3540	-10118	3540	0
3550	-10000	3550	-118	3550	-10118	3550	0
3560	-10000	3560	-116	3560	-10116	3560	0
3570	-10000	3570	-119	3570	-10119	3570	0
3580	-10000	3580	-118	3580	-10118	3580	0
3590	-10000	3590	-119	3590	-10119	3590	0
3600	-10000	3600	-119	3600	-10119	3600	0
3610	-10000	3610	-118	3610	-10118	3610	0
3620	-10000	3620	-119	3620	-10119	3620	0
3630	-10000	3630	-118	3630	-10118	3630	0
3640	-10000	3640	-118	3640	-10118	3640	0
3650	-10000	3650	-119	3650	-10119	3650	0
3660	-10000	3660	-119	3660	-10119	3660	0
3670	-10000	3670	-118	3670	-10118	3670	0
3680	-10000	3680	-119	3680	-10119	3680	0
3690	-10000	3690	-119	3690	-10119	3690	0
3700	-10000	3700	-118	3700	-10118	3700	0
3710	-10000	3710	-119	3710	-10119	3710	0
3720	-10000	3720	-118	3720	-10118	3720	0
3730	-10000	3730	-118	3730	-10118	3730	0
3740	-10000	3740	-118	3740	-10118	3740	0
3750	-10000	3750	-117	3750	-10117	3750	0
3760	-10000	3760	-119	3760	-10119	3760	0
3770	-10000	3770	-118	3770	-10118	3770	0
3780	-10000	3780	-117	3780	-10117	3780	0
3790	-10000	3790	-119	3790	-10119	3790	0
3800	-10000	3800	-117	3800	-10117	3800	0
3810	-10000	3810	-118	3810	-10118	3810	0
3820	-10000	3820	-117	3820	-10117	3820	0
3830	-10000	3830	-118	3830	-10118	3830	0
3840	-10000	3840	-116	3840	-10116	3840	0
3850	-10000	3850	-119	3850	-10119	3850	0
3860	-10000	3860	-117	3860	-10117	3860	0
3870	-10000	3870	-119	3870	-10119	3870	0
3880	-10000	3880	-121	3880	-10121	3880	0
3890	-10000	3890	-117	3890	-10117	3890	0
3900	-10000	3900	-120	3900	-10120	3900	0
3910	-10000	3910	-118	3910	-10118	3910	0
3920	-10000	3920	-119	3920	-10119	3920	0
3930	-10000	3930	-118	3930	-10118	3930	0
3940	-10000	3940	-118	3940	-10118	3940	0
3950	-10000	3950	-117	3950	-10117	3950	0
3960	-10000	3960	-116	3960	-10116	3960	0
3970	-10000	3970	-119	3970	-10119	3970	0
3980	-10000	3980	-118	3980	-10118	3980	0
3990	-10000	3990	-118	3990	-10118	3990	0
4000	-10000	4000	-119	4000	-10119	4000	0
4010	-10000	4010	-118	4010	-10118	4010	0
4020	-10000	4020	-119	4020	-10119	4020	0
4030	-10000	4030	-117	4030	-10117	4030	0
4040	-10000	4040	-118	4040	-10118	4040	0
4050	-10000	4050	-118	4050	-10118	4050	0
4060	-10000	4060	-121	4060	-10121	4060	0
4070	-10000	4070	-118	4070	-10118	4070	0
4080	-10000	4080	-119	4080	-10119	4080	0
4090	-10000	4090	-119	4090	-10119	4090	0
4100	-10000	4100	-120	4100	-10120	4100	0
4110	-10000	4110	-117	4110	-10117	4110	0
4120	-10000	4120	-119	4120	-10119	4120	0
4130	-10000	4130	-118	4130	-10118	4130	0
4140	-10000	4140	-119	4140	-10119	4140	0
4150	-10000	4150	-118	4150	-10118	4150	0
4160	-10000	4160	-119	4160	-10119	4160	0
4170	-10000	4170	-119	4170	-10119	4170	0
4180	-10000	4180	-117	4180	-10117	4180	0
4190	-10000	4190	-118	4190	-10118	4190	0
4200	-10000	4200	-118	4200	-10118	4200	0
4210	-10000	4210	-119	4210	-10119	4210	0
4220	-10000	4220	-118	4220	-10118	4220	0
4230	-10000	4230	-117	4230	-10117	4230	0
4240	-10000	4240	-119	4240	-10119	4240	0
4250	-10000	4250	-118	4250	-10118	4250	0
4260	-10000	4260	-119	4260	-10119	4260	0
4270	-10000	4270	-119	4270	-10119	4270	0
4280	-10000	4280	-119	4280	-10119	4280	0
4290	-10000	4290	-116	4290	-10116	4290	0
4300	-10000	4300	-118	4300	-10118	4300	0
4310	-10000	4310	-118	4310	-10118	4310	0
4320	-10000	4320	-118	4320	-10118	4320	0
4330	-10000	4330	-119	4330	-10119	4330	0
4340	-10000	4340	-118	4340	-10118	4340	0
4350	-10000	4350	-118	4350	-10118	4350	0
4360	-10000	4360	-119	4360	-10119	4360	0
4370	-10000	4370	-117	4370	-10117	4370	0
4380	-10000	4380	-120	4380	-10120	4380	0
4390	-10000	4390	-118	4390	-10118	4390	0
4400	-10000	4400	-118	4400	-10118	4400	0
4410	-10000	4410	-119	4410	-10119	4410	0
4420	-10000	4420	-119	4420	-10119	4420	0
4430	-10000	4430	-119	4430	-10119	4430	0
4440	-10000	4440	-119	4440	-10119	4440	0
4450	-10000	4450	-119	4450	-10119	4450	0
4460	-10000	4460	-118	4460	-10118	4460	0
4470	-10000	4470	-119	4470	-10119	4470	0
4480	-10000	4480	-119	4480	-10119	4480	0
4490	-10000	4490	-118	4490	-10118	4490	0
4500	-10000	4500	-118	4500	-10118	4500	0
4510	-10000	4510	-119	4510	-10119	4510	0
4520	-10000	4520	-119	4520	-10119	4520	0
4530	-10000	4530	-118	4530	-10118	4530	0
4540	-10000	4540	-119	4540	-10119	4540	0
4550	-10000	4550	-119	4550	-10119	4550	0
4560	-10000	4560	-117	4560	-10117	4560	0
4570	-10000	4570	-118	4570	-10118	4570	0
4580	-10000	4580	-117	4580	-10117	4580	0
4590	-10000	4590	-119	4590	-10119	4590	0
4600	-10000	4600	-117	4600	-10117	4600	0
4610	-10000	4610	-120	4610	-10120	4610	0
4620	-10000	4620	-118	4620	-10118	4620	0
4630	-10000	4630	-118	4630	-10118	4630	0
4640	-10000	4640	-118	4640	-10118	4640	0
4650	-10000	4650	-118	4650	-10118	4650	0
4660	-10000	4660	-119	4660	-10119	4660	0
4670	-10000	4670	-119	4670	-10119	4670	0
4680	-10000	4680	-117	4680	-10117	4680	0
4690	-10000	4690	-120	4690	-10120	4690	0
4700	-10000	4700	-119	4700	-10119	4700	0
4710	-10000	4710	-118	4710	-10118	4710	0
4720	-10000	4720	-120	4720	-10120	4720	0
4730	-10000	4730	-119	4730	-10119	4730	0
4740	-10000	4740	-119	4740	-10119	4740	0
4750	-10000	4750	-119	4750	-10119	4750	0
4760	-10000	4760	-118	4760	-10118	4760	0
4770	-10000	4770	-118	4770	-10118	4770	0
4780	-10000	4780	-116	4780	-10116	4780	0
4790	-10000	4790	-117	4790	-10117	4790	0
4800	-10000	4800	-116	4800	-10116	4800	0
4810	-10000	4810	-120	4810	-10120	4810	0
4820	-10000	4820	-117	4820	-10117	4820	0
4830	-10000	4830	-118	4830	-10118	4830	0
4840	-10000	4840	-116	4840	-10116	4840	0
4850	-10000	4850	-117	4850	-10117	4850	0
4860	-10000	4860	-117	4860	-10117	4860	0
4870	-10000	4870	-118	4870	-10118	4870	0
4880	-10000	4880	-117	4880	-10117	4880	0
4890	-10000	4890	-117	4890	-10117	4890	0
4900	-10000	4900	-119	4900	-10119	4900	0
4910	-10000	4910	-117	4910	-10117	4910	0
4920	-10000	4920	-118	4920	-10118	4920	0
4930	-10000	4930	-119	4930	-10119	4930	0
4940	-10000	4940	-119	4940	-10119	4940	0
4950	-10000	4950	-120	4950	-10120	4950	0
4960	-10000	4960	-119	4960	-10119	4960	0
4970	-10000	4970	-117	4970	-10117	4970	0
4980	-10000	4980	-118	4980	-10118	4980	0
4990	-10000	4990	-120	4990	-10120	4990	0
5000	-10000	5000	-118	5000	-10118	5000	0
5010	-10000	5010	-119	5010	-10119	5010	0
5020	-10000	5020	-120	5020	-10120	5020	0
5030	-10000	5030	-120	5030	-10120	5030	0
5040	-10000	5040	-120	5040	-10120	5040	0
5050	-10000	5050	-117	5050	-10117	5050	0
5060	-10000	5060	-119	5060	-10119	5060	0
5070	-10000	5070	-119	5070	-10119	5070	0
5080	-10000	5080	-120	5080	-10120	5080	0
5090	-10000	5090	-120	5090	-10120	5090	0
5100	-10000	5100	-120	5100	-10120	5100	0
5110	-10000	5110	-119	5110	-10119	5110	0
5120	-10000	5120	-120	5120	-10120	5120	0
5130	-10000	5130	-119	5130	-10119	5130	0
5140	-10000	5140	-118	5140	-10118	5140	0
5150	-10000	5150	-118	5150	-10118	5150	0
5160	-10000	5160	-119	5160	-10119	5160	0
5170	-10000	5170	-120	5170	-10120	5170	0
5180	-10000	5180	-119	5180	-10119	5180	0
5190	-10000	5190	-119	5190	-10119	5190	0
5200	-10000	5200	-119	5200	-10119	5200	0
5210	-10000	5210	-119	5210	-10119	5210	0
5220	-10000	5220	-118	5220	-10118	5220	0
5230	-10000	5230	-119	5230	-10119	5230	0
5240	-10000	5240	-119	5240	-10119	5240	0
5250	-10000	5250	-118	5250	-10118	5250	0
5260	-10000	5260	-121	5260	-10121	5260	0
5270	-10000	5270	-117	5270	-10117	5270	0
5280	-10000	5280	-118	5280	-10118	5280	0
5290	-10000	5290	-117	5290	-10117	5290	0
