Name	ScopeWizard	
File	C:\Users\ysmandza\Documents\lcls\lcsl-motion-test-incremental-encoder\data\Scope Project.csv	
Starttime of export	133907157072130000	Friday, May 2, 2025	20:15:07.213
Endtime of export	133907158823530000	Friday, May 2, 2025	20:18:02.353


Name	fPosition	Name	fPosDiff	Name	nRawEncoderDINT	Name	bPositionHolding
SymbolComment	 Used internally and by the IOC to pick a destination for the move	SymbolComment	 Other status information for users of the IOC 
 Position lag difference	SymbolComment	 Raw encoder IO for INT (EL5072 LVDT)	SymbolComment	
Data-Type	REAL64	Data-Type	REAL64	Data-Type	INT32	Data-Type	BIT
SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10
VariableSize	8	VariableSize	8	VariableSize	4	VariableSize	1
SymbolBased	True	SymbolBased	True	SymbolBased	True	SymbolBased	True
IndexGroup	16448	IndexGroup	16448	IndexGroup	61472	IndexGroup	16448
IndexOffset	159149392	IndexOffset	159150832	IndexOffset	159148748	IndexOffset	159162050
SymbolName	SmartActMCS2.M1.fPosition	SymbolName	SmartActMCS2.M1.fPosDiff	SymbolName	SmartActMCS2.M1.nRawEncoderDINT	SymbolName	SmartActMCS2.fbPiezoDriveDS402Pp.bPositionHolding
NetID	172.21.148.154.1.1	NetID	172.21.148.154.1.1	NetID	172.21.148.154.1.1	NetID	172.21.148.154.1.1
Port	851	Port	851	Port	851	Port	851
Offset	0	Offset	0	Offset	0	Offset	0
ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1
BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff
Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)
Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1
Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0

14750	-20000	14750	-101	14750	-20101	14750	0
14760	-20000	14760	-100	14760	-20100	14760	0
14770	-20000	14770	-101	14770	-20101	14770	0
14780	-20000	14780	-100	14780	-20100	14780	0
14790	-20000	14790	-101	14790	-20101	14790	0
14800	-20000	14800	-101	14800	-20101	14800	0
14810	-20000	14810	-101	14810	-20101	14810	0
14820	-20000	14820	-102	14820	-20102	14820	0
14830	-20000	14830	-100	14830	-20100	14830	0
14840	-20000	14840	-98	14840	-20098	14840	0
14850	-20000	14850	-100	14850	-20100	14850	0
14860	-20000	14860	-101	14860	-20101	14860	0
14870	-20000	14870	-101	14870	-20101	14870	0
14880	-20000	14880	-101	14880	-20101	14880	0
14890	-20000	14890	-101	14890	-20101	14890	0
14900	-20000	14900	-103	14900	-20103	14900	0
14910	-20000	14910	-100	14910	-20100	14910	0
14920	-20000	14920	-101	14920	-20101	14920	0
14930	-20000	14930	-100	14930	-20100	14930	0
14940	-20000	14940	-100	14940	-20100	14940	0
14950	-20000	14950	-102	14950	-20102	14950	0
14960	-20000	14960	-101	14960	-20101	14960	0
14970	-20000	14970	-101	14970	-20101	14970	0
14980	-20000	14980	-101	14980	-20101	14980	0
14990	-20000	14990	-100	14990	-20100	14990	0
15000	-20000	15000	-101	15000	-20101	15000	0
15010	-20000	15010	-101	15010	-20101	15010	0
15020	-20000	15020	-102	15020	-20102	15020	0
15030	-20000	15030	-102	15030	-20102	15030	0
15040	-20000	15040	-99	15040	-20099	15040	0
15050	-20000	15050	-101	15050	-20101	15050	0
15060	-20000	15060	-103	15060	-20103	15060	0
15070	-20000	15070	-101	15070	-20101	15070	0
15080	-20000	15080	-100	15080	-20100	15080	0
15090	-20000	15090	-100	15090	-20100	15090	0
15100	-20000	15100	-101	15100	-20101	15100	0
15110	-20000	15110	-102	15110	-20102	15110	0
15120	-20000	15120	-100	15120	-20100	15120	0
15130	-20000	15130	-102	15130	-20102	15130	0
15140	-20000	15140	-101	15140	-20101	15140	0
15150	-20000	15150	-102	15150	-20102	15150	0
15160	-20000	15160	-99	15160	-20099	15160	0
15170	-20000	15170	-101	15170	-20101	15170	0
15180	-20000	15180	-100	15180	-20100	15180	0
15190	-20000	15190	-100	15190	-20100	15190	0
15200	-20000	15200	-102	15200	-20102	15200	0
15210	-20000	15210	-101	15210	-20101	15210	0
15220	-20000	15220	-103	15220	-20103	15220	0
15230	-20000	15230	-101	15230	-20101	15230	0
15240	-20000	15240	-102	15240	-20102	15240	0
15250	-20000	15250	-102	15250	-20102	15250	0
15260	-20000	15260	-101	15260	-20101	15260	0
15270	-20000	15270	-102	15270	-20102	15270	0
15280	-20000	15280	-102	15280	-20102	15280	0
15290	-20000	15290	-101	15290	-20101	15290	0
15300	-20000	15300	-102	15300	-20102	15300	0
15310	-20000	15310	-101	15310	-20101	15310	0
15320	-20000	15320	-101	15320	-20101	15320	0
15330	-20000	15330	-100	15330	-20100	15330	0
15340	-20000	15340	-98	15340	-20098	15340	0
15350	-20000	15350	-99	15350	-20099	15350	0
15360	-20000	15360	-99	15360	-20099	15360	0
15370	-20000	15370	-101	15370	-20101	15370	0
15380	-20000	15380	-101	15380	-20101	15380	0
15390	-20000	15390	-101	15390	-20101	15390	0
15400	-20000	15400	-102	15400	-20102	15400	0
15410	-20000	15410	-98	15410	-20098	15410	0
15420	-20000	15420	-99	15420	-20099	15420	0
15430	-20000	15430	-100	15430	-20100	15430	0
15440	-20000	15440	-98	15440	-20098	15440	0
15450	-20000	15450	-99	15450	-20099	15450	0
15460	-20000	15460	-99	15460	-20099	15460	0
15470	-20000	15470	-98	15470	-20098	15470	0
15480	-20000	15480	-100	15480	-20100	15480	0
15490	-20000	15490	-101	15490	-20101	15490	0
15500	-20000	15500	-98	15500	-20098	15500	0
15510	-20000	15510	-100	15510	-20100	15510	0
15520	-20000	15520	-100	15520	-20100	15520	0
15530	-20000	15530	-99	15530	-20099	15530	0
15540	-20000	15540	-100	15540	-20100	15540	0
15550	-20000	15550	-100	15550	-20100	15550	0
15560	-20000	15560	-102	15560	-20102	15560	0
15570	-20000	15570	-100	15570	-20100	15570	0
15580	-20000	15580	-100	15580	-20100	15580	0
15590	-20000	15590	-102	15590	-20102	15590	0
15600	-20000	15600	-98	15600	-20098	15600	0
15610	-20000	15610	-101	15610	-20101	15610	0
15620	-20000	15620	-100	15620	-20100	15620	0
15630	-20000	15630	-98	15630	-20098	15630	0
15640	-20000	15640	-100	15640	-20100	15640	0
15650	-20000	15650	-100	15650	-20100	15650	0
15660	-20000	15660	-100	15660	-20100	15660	0
15670	-20000	15670	-99	15670	-20099	15670	0
15680	-20000	15680	-100	15680	-20100	15680	0
15690	-20000	15690	-100	15690	-20100	15690	0
15700	-20000	15700	-98	15700	-20098	15700	0
15710	-20000	15710	-100	15710	-20100	15710	0
15720	-20000	15720	-99	15720	-20099	15720	0
15730	-20000	15730	-99	15730	-20099	15730	0
15740	-20000	15740	-99	15740	-20099	15740	0
15750	-20000	15750	-99	15750	-20099	15750	0
15760	-20000	15760	-101	15760	-20101	15760	0
15770	-20000	15770	-100	15770	-20100	15770	0
15780	-20000	15780	-98	15780	-20098	15780	0
15790	-20000	15790	-99	15790	-20099	15790	0
15800	-20000	15800	-99	15800	-20099	15800	0
15810	-20000	15810	-100	15810	-20100	15810	0
15820	-20000	15820	-100	15820	-20100	15820	0
15830	-20000	15830	-100	15830	-20100	15830	0
15840	-20000	15840	-100	15840	-20100	15840	0
15850	-20000	15850	-101	15850	-20101	15850	0
15860	-20000	15860	-100	15860	-20100	15860	0
15870	-20000	15870	-99	15870	-20099	15870	0
15880	-20000	15880	-101	15880	-20101	15880	0
15890	-20000	15890	-101	15890	-20101	15890	0
15900	-20000	15900	-101	15900	-20101	15900	0
15910	-20000	15910	-98	15910	-20098	15910	0
15920	-20000	15920	-99	15920	-20099	15920	0
15930	-20000	15930	-101	15930	-20101	15930	0
15940	-20000	15940	-101	15940	-20101	15940	0
15950	-20000	15950	-99	15950	-20099	15950	0
15960	-20000	15960	-101	15960	-20101	15960	0
15970	-20000	15970	-99	15970	-20099	15970	0
15980	-20000	15980	-100	15980	-20100	15980	0
15990	-20000	15990	-100	15990	-20100	15990	0
16000	-20000	16000	-102	16000	-20102	16000	0
16010	-20000	16010	-99	16010	-20099	16010	0
16020	-20000	16020	-101	16020	-20101	16020	0
16030	-20000	16030	-101	16030	-20101	16030	0
16040	-20000	16040	-100	16040	-20100	16040	0
16050	-20000	16050	-100	16050	-20100	16050	0
16060	-20000	16060	-99	16060	-20099	16060	0
16070	-20000	16070	-101	16070	-20101	16070	0
16080	-20000	16080	-101	16080	-20101	16080	0
16090	-20000	16090	-100	16090	-20100	16090	0
16100	-20000	16100	-100	16100	-20100	16100	0
16110	-20000	16110	-100	16110	-20100	16110	0
16120	-20000	16120	-98	16120	-20098	16120	0
16130	-20000	16130	-99	16130	-20099	16130	0
16140	-20000	16140	-100	16140	-20100	16140	0
16150	-20000	16150	-99	16150	-20099	16150	0
16160	-20000	16160	-99	16160	-20099	16160	0
16170	-20000	16170	-98	16170	-20098	16170	0
16180	-20000	16180	-101	16180	-20101	16180	0
16190	-20000	16190	-100	16190	-20100	16190	0
16200	-20000	16200	-98	16200	-20098	16200	0
16210	-20000	16210	-100	16210	-20100	16210	0
16220	-20000	16220	-100	16220	-20100	16220	0
16230	-20000	16230	-100	16230	-20100	16230	0
16240	-20000	16240	-99	16240	-20099	16240	0
16250	-20000	16250	-99	16250	-20099	16250	0
16260	-20000	16260	-100	16260	-20100	16260	0
16270	-20000	16270	-99	16270	-20099	16270	0
16280	-20000	16280	-99	16280	-20099	16280	0
16290	-20000	16290	-100	16290	-20100	16290	0
16300	-20000	16300	-100	16300	-20100	16300	0
16310	-20000	16310	-99	16310	-20099	16310	0
16320	-20000	16320	-100	16320	-20100	16320	0
16330	-20000	16330	-101	16330	-20101	16330	0
16340	-20000	16340	-100	16340	-20100	16340	0
16350	-20000	16350	-100	16350	-20100	16350	0
16360	-20000	16360	-102	16360	-20102	16360	0
16370	-20000	16370	-101	16370	-20101	16370	0
16380	-20000	16380	-101	16380	-20101	16380	0
16390	-20000	16390	-101	16390	-20101	16390	0
16400	-20000	16400	-102	16400	-20102	16400	0
16410	-20000	16410	-100	16410	-20100	16410	0
16420	-20000	16420	-100	16420	-20100	16420	0
16430	-20000	16430	-101	16430	-20101	16430	0
16440	-20000	16440	-101	16440	-20101	16440	0
16450	-20000	16450	-103	16450	-20103	16450	0
16460	-20000	16460	-101	16460	-20101	16460	0
16470	-20000	16470	-100	16470	-20100	16470	0
16480	-20000	16480	-100	16480	-20100	16480	0
16490	-20000	16490	-101	16490	-20101	16490	0
16500	-20000	16500	-100	16500	-20100	16500	0
16510	-20000	16510	-102	16510	-20102	16510	0
16520	-20000	16520	-100	16520	-20100	16520	0
16530	-20000	16530	-100	16530	-20100	16530	0
16540	-20000	16540	-100	16540	-20100	16540	0
16550	-20000	16550	-99	16550	-20099	16550	0
16560	-20000	16560	-99	16560	-20099	16560	0
16570	-20000	16570	-102	16570	-20102	16570	0
16580	-20000	16580	-101	16580	-20101	16580	0
16590	-20000	16590	-100	16590	-20100	16590	0
16600	-20000	16600	-102	16600	-20102	16600	0
16610	-20000	16610	-100	16610	-20100	16610	0
16620	-20000	16620	-102	16620	-20102	16620	0
16630	-20000	16630	-101	16630	-20101	16630	0
16640	-20000	16640	-101	16640	-20101	16640	0
16650	-20000	16650	-100	16650	-20100	16650	0
16660	-20000	16660	-101	16660	-20101	16660	0
16670	-20000	16670	-100	16670	-20100	16670	0
16680	-20000	16680	-101	16680	-20101	16680	0
16690	-20000	16690	-100	16690	-20100	16690	0
16700	-20000	16700	-102	16700	-20102	16700	0
16710	-20000	16710	-101	16710	-20101	16710	0
16720	-20000	16720	-100	16720	-20100	16720	0
16730	-20000	16730	-99	16730	-20099	16730	0
16740	-20000	16740	-101	16740	-20101	16740	0
16750	-20000	16750	-102	16750	-20102	16750	0
16760	-20000	16760	-102	16760	-20102	16760	0
16770	-20000	16770	-99	16770	-20099	16770	0
16780	-20000	16780	-101	16780	-20101	16780	0
16790	-20000	16790	-100	16790	-20100	16790	0
16800	-20000	16800	-100	16800	-20100	16800	0
16810	-20000	16810	-99	16810	-20099	16810	0
16820	-20000	16820	-101	16820	-20101	16820	0
16830	-20000	16830	-100	16830	-20100	16830	0
16840	-20000	16840	-101	16840	-20101	16840	0
16850	-20000	16850	-102	16850	-20102	16850	0
16860	-20000	16860	-100	16860	-20100	16860	0
16870	-20000	16870	-101	16870	-20101	16870	0
16880	-20000	16880	-100	16880	-20100	16880	0
16890	-20000	16890	-101	16890	-20101	16890	0
16900	-20000	16900	-102	16900	-20102	16900	0
16910	-20000	16910	-103	16910	-20103	16910	0
16920	-20000	16920	-102	16920	-20102	16920	0
16930	-20000	16930	-101	16930	-20101	16930	0
16940	-20000	16940	-100	16940	-20100	16940	0
16950	-20000	16950	-101	16950	-20101	16950	0
16960	-20000	16960	-102	16960	-20102	16960	0
16970	-20000	16970	-100	16970	-20100	16970	0
16980	-20000	16980	-101	16980	-20101	16980	0
16990	-20000	16990	-100	16990	-20100	16990	0
17000	-20000	17000	-100	17000	-20100	17000	0
17010	-20000	17010	-101	17010	-20101	17010	0
17020	-20000	17020	-100	17020	-20100	17020	0
17030	-20000	17030	-100	17030	-20100	17030	0
17040	-20000	17040	-100	17040	-20100	17040	0
17050	-20000	17050	-101	17050	-20101	17050	0
17060	-20000	17060	-102	17060	-20102	17060	0
17070	-20000	17070	-100	17070	-20100	17070	0
17080	-20000	17080	-102	17080	-20102	17080	0
17090	-20000	17090	-102	17090	-20102	17090	0
17100	-20000	17100	-102	17100	-20102	17100	0
17110	-20000	17110	-101	17110	-20101	17110	0
17120	-20000	17120	-100	17120	-20100	17120	0
17130	-20000	17130	-102	17130	-20102	17130	0
17140	-20000	17140	-101	17140	-20101	17140	0
17150	-20000	17150	-102	17150	-20102	17150	0
17160	-20000	17160	-102	17160	-20102	17160	0
17170	-20000	17170	-100	17170	-20100	17170	0
17180	-20000	17180	-101	17180	-20101	17180	0
17190	-20000	17190	-103	17190	-20103	17190	0
17200	-20000	17200	-102	17200	-20102	17200	0
17210	-20000	17210	-102	17210	-20102	17210	0
17220	-20000	17220	-101	17220	-20101	17220	0
17230	-20000	17230	-101	17230	-20101	17230	0
17240	-20000	17240	-100	17240	-20100	17240	0
17250	-20000	17250	-101	17250	-20101	17250	0
17260	-20000	17260	-103	17260	-20103	17260	0
17270	-20000	17270	-101	17270	-20101	17270	0
17280	-20000	17280	-102	17280	-20102	17280	0
17290	-20000	17290	-102	17290	-20102	17290	0
17300	-20000	17300	-101	17300	-20101	17300	0
17310	-20000	17310	-102	17310	-20102	17310	0
17320	-20000	17320	-101	17320	-20101	17320	0
17330	-20000	17330	-101	17330	-20101	17330	0
17340	-20000	17340	-100	17340	-20100	17340	0
17350	-20000	17350	-100	17350	-20100	17350	0
17360	-20000	17360	-100	17360	-20100	17360	0
17370	-20000	17370	-101	17370	-20101	17370	0
17380	-20000	17380	-100	17380	-20100	17380	0
17390	-20000	17390	-101	17390	-20101	17390	0
17400	-20000	17400	-99	17400	-20099	17400	0
17410	-20000	17410	-100	17410	-20100	17410	0
17420	-20000	17420	-100	17420	-20100	17420	0
17430	-20000	17430	-100	17430	-20100	17430	0
17440	-20000	17440	-99	17440	-20099	17440	0
17450	-20000	17450	-99	17450	-20099	17450	0
17460	-20000	17460	-101	17460	-20101	17460	0
17470	-20000	17470	-101	17470	-20101	17470	0
17480	-20000	17480	-101	17480	-20101	17480	0
17490	-20000	17490	-101	17490	-20101	17490	0
17500	-20000	17500	-101	17500	-20101	17500	0
17510	-20000	17510	-102	17510	-20102	17510	0
17520	-20000	17520	-103	17520	-20103	17520	0
17530	-20000	17530	-101	17530	-20101	17530	0
17540	-20000	17540	-99	17540	-20099	17540	0
17550	-20000	17550	-99	17550	-20099	17550	0
17560	-20000	17560	-99	17560	-20099	17560	0
17570	-20000	17570	-101	17570	-20101	17570	0
17580	-20000	17580	-101	17580	-20101	17580	0
17590	-20000	17590	-99	17590	-20099	17590	0
17600	-20000	17600	-100	17600	-20100	17600	0
17610	-20000	17610	-100	17610	-20100	17610	0
17620	-20000	17620	-100	17620	-20100	17620	0
17630	-20000	17630	-102	17630	-20102	17630	0
17640	-20000	17640	-100	17640	-20100	17640	0
17650	-20000	17650	-100	17650	-20100	17650	0
17660	-20000	17660	-100	17660	-20100	17660	0
17670	-20000	17670	-100	17670	-20100	17670	0
17680	-20000	17680	-100	17680	-20100	17680	0
17690	-20000	17690	-101	17690	-20101	17690	0
17700	-20000	17700	-99	17700	-20099	17700	0
17710	-20000	17710	-101	17710	-20101	17710	0
17720	-20000	17720	-101	17720	-20101	17720	0
17730	-20000	17730	-101	17730	-20101	17730	0
17740	-20000	17740	-99	17740	-20099	17740	0
17750	-20000	17750	-100	17750	-20100	17750	0
17760	-20000	17760	-100	17760	-20100	17760	0
17770	-20000	17770	-98	17770	-20098	17770	0
17780	-20000	17780	-100	17780	-20100	17780	0
17790	-20000	17790	-99	17790	-20099	17790	0
17800	-20000	17800	-99	17800	-20099	17800	0
17810	-20000	17810	-100	17810	-20100	17810	0
17820	-20000	17820	-100	17820	-20100	17820	0
17830	-20000	17830	-101	17830	-20101	17830	0
17840	-20000	17840	-100	17840	-20100	17840	0
17850	-20000	17850	-101	17850	-20101	17850	0
17860	-20000	17860	-99	17860	-20099	17860	0
17870	-20000	17870	-97	17870	-20097	17870	0
17880	-20000	17880	-98	17880	-20098	17880	0
17890	-20000	17890	-99	17890	-20099	17890	0
17900	-20000	17900	-97	17900	-20097	17900	0
17910	-20000	17910	-98	17910	-20098	17910	0
17920	-20000	17920	-100	17920	-20100	17920	0
17930	-20000	17930	-102	17930	-20102	17930	0
17940	-20000	17940	-100	17940	-20100	17940	0
17950	-20000	17950	-99	17950	-20099	17950	0
17960	-20000	17960	-101	17960	-20101	17960	0
17970	-20000	17970	-101	17970	-20101	17970	0
17980	-20000	17980	-98	17980	-20098	17980	0
17990	-20000	17990	-100	17990	-20100	17990	0
18000	-20000	18000	-99	18000	-20099	18000	0
18010	-20000	18010	-99	18010	-20099	18010	0
18020	-20000	18020	-100	18020	-20100	18020	0
18030	-20000	18030	-100	18030	-20100	18030	0
18040	-20000	18040	-103	18040	-20103	18040	0
18050	-20000	18050	-101	18050	-20101	18050	0
18060	-20000	18060	-101	18060	-20101	18060	0
18070	-20000	18070	-100	18070	-20100	18070	0
18080	-20000	18080	-99	18080	-20099	18080	0
18090	-20000	18090	-102	18090	-20102	18090	0
18100	-20000	18100	-100	18100	-20100	18100	0
18110	-20000	18110	-100	18110	-20100	18110	0
18120	-20000	18120	-101	18120	-20101	18120	0
18130	-20000	18130	-101	18130	-20101	18130	0
18140	-20000	18140	-101	18140	-20101	18140	0
18150	-20000	18150	-99	18150	-20099	18150	0
18160	-20000	18160	-100	18160	-20100	18160	0
18170	-20000	18170	-101	18170	-20101	18170	0
18180	-20000	18180	-101	18180	-20101	18180	0
18190	-20000	18190	-100	18190	-20100	18190	0
18200	-20000	18200	-101	18200	-20101	18200	0
18210	-20000	18210	-102	18210	-20102	18210	0
18220	-20000	18220	-101	18220	-20101	18220	0
18230	-20000	18230	-101	18230	-20101	18230	0
18240	-20000	18240	-101	18240	-20101	18240	0
18250	-20000	18250	-101	18250	-20101	18250	0
18260	-20000	18260	-101	18260	-20101	18260	0
18270	-20000	18270	-101	18270	-20101	18270	0
18280	-20000	18280	-100	18280	-20100	18280	0
18290	-20000	18290	-101	18290	-20101	18290	0
18300	-20000	18300	-99	18300	-20099	18300	0
18310	-20000	18310	-99	18310	-20099	18310	0
18320	-20000	18320	-100	18320	-20100	18320	0
18330	-20000	18330	-101	18330	-20101	18330	0
18340	-20000	18340	-100	18340	-20100	18340	0
18350	-20000	18350	-98	18350	-20098	18350	0
18360	-20000	18360	-100	18360	-20100	18360	0
18370	-20000	18370	-99	18370	-20099	18370	0
18380	-20000	18380	-99	18380	-20099	18380	0
18390	-20000	18390	-100	18390	-20100	18390	0
18400	-20000	18400	-102	18400	-20102	18400	0
18410	-20000	18410	-101	18410	-20101	18410	0
18420	-20000	18420	-99	18420	-20099	18420	0
18430	-20000	18430	-100	18430	-20100	18430	0
18440	-20000	18440	-99	18440	-20099	18440	0
18450	-20000	18450	-99	18450	-20099	18450	0
18460	-20000	18460	-101	18460	-20101	18460	0
18470	-20000	18470	-100	18470	-20100	18470	0
18480	-20000	18480	-101	18480	-20101	18480	0
18490	-20000	18490	-100	18490	-20100	18490	0
18500	-20000	18500	-99	18500	-20099	18500	0
18510	-20000	18510	-101	18510	-20101	18510	0
18520	-20000	18520	-100	18520	-20100	18520	0
18530	-20000	18530	-100	18530	-20100	18530	0
18540	-20000	18540	-100	18540	-20100	18540	0
18550	-20000	18550	-100	18550	-20100	18550	0
18560	-20000	18560	-100	18560	-20100	18560	0
18570	-20000	18570	-101	18570	-20101	18570	0
18580	-20000	18580	-100	18580	-20100	18580	0
18590	-20000	18590	-99	18590	-20099	18590	0
18600	-20000	18600	-100	18600	-20100	18600	0
18610	-20000	18610	-100	18610	-20100	18610	0
18620	-20000	18620	-98	18620	-20098	18620	0
18630	-20000	18630	-100	18630	-20100	18630	0
18640	-20000	18640	-101	18640	-20101	18640	0
18650	-20000	18650	-100	18650	-20100	18650	0
18660	-20000	18660	-98	18660	-20098	18660	0
18670	-20000	18670	-100	18670	-20100	18670	0
18680	-20000	18680	-100	18680	-20100	18680	0
18690	-20000	18690	-100	18690	-20100	18690	0
18700	-20000	18700	-99	18700	-20099	18700	0
18710	-20000	18710	-99	18710	-20099	18710	0
18720	-20000	18720	-100	18720	-20100	18720	0
18730	-20000	18730	-98	18730	-20098	18730	0
18740	-20000	18740	-100	18740	-20100	18740	0
18750	-20000	18750	-100	18750	-20100	18750	0
18760	-20000	18760	-99	18760	-20099	18760	0
18770	-20000	18770	-100	18770	-20100	18770	0
18780	-20000	18780	-99	18780	-20099	18780	0
18790	-20000	18790	-101	18790	-20101	18790	0
18800	-20000	18800	-98	18800	-20098	18800	0
18810	-20000	18810	-99	18810	-20099	18810	0
18820	-20000	18820	-100	18820	-20100	18820	0
18830	-20000	18830	-98	18830	-20098	18830	0
18840	-20000	18840	-100	18840	-20100	18840	0
18850	-20000	18850	-100	18850	-20100	18850	0
18860	-20000	18860	-100	18860	-20100	18860	0
18870	-20000	18870	-101	18870	-20101	18870	0
18880	-20000	18880	-100	18880	-20100	18880	0
18890	-20000	18890	-99	18890	-20099	18890	0
18900	-20000	18900	-99	18900	-20099	18900	0
18910	-20000	18910	-99	18910	-20099	18910	0
18920	-20000	18920	-99	18920	-20099	18920	0
18930	-20000	18930	-100	18930	-20100	18930	0
18940	-20000	18940	-100	18940	-20100	18940	0
18950	-20000	18950	-100	18950	-20100	18950	0
18960	-20000	18960	-99	18960	-20099	18960	0
18970	-20000	18970	-100	18970	-20100	18970	0
18980	-20000	18980	-100	18980	-20100	18980	0
18990	-20000	18990	-101	18990	-20101	18990	0
19000	-20000	19000	-101	19000	-20101	19000	0
19010	-20000	19010	-100	19010	-20100	19010	0
19020	-20000	19020	-101	19020	-20101	19020	0
19030	-20000	19030	-103	19030	-20103	19030	0
19040	-20000	19040	-100	19040	-20100	19040	0
19050	-20000	19050	-99	19050	-20099	19050	0
19060	-20000	19060	-99	19060	-20099	19060	0
19070	-20000	19070	-100	19070	-20100	19070	0
19080	-20000	19080	-98	19080	-20098	19080	0
19090	-20000	19090	-100	19090	-20100	19090	0
19100	-20000	19100	-98	19100	-20098	19100	0
19110	-20000	19110	-101	19110	-20101	19110	0
19120	-20000	19120	-100	19120	-20100	19120	0
19130	-20000	19130	-101	19130	-20101	19130	0
19140	-20000	19140	-99	19140	-20099	19140	0
19150	-20000	19150	-100	19150	-20100	19150	0
19160	-20000	19160	-99	19160	-20099	19160	0
19170	-20000	19170	-101	19170	-20101	19170	0
19180	-20000	19180	-100	19180	-20100	19180	0
19190	-20000	19190	-101	19190	-20101	19190	0
19200	-20000	19200	-99	19200	-20099	19200	0
19210	-20000	19210	-98	19210	-20098	19210	0
19220	-20000	19220	-102	19220	-20102	19220	0
19230	-20000	19230	-99	19230	-20099	19230	0
19240	-20000	19240	-99	19240	-20099	19240	0
19250	-20000	19250	-101	19250	-20101	19250	0
19260	-20000	19260	-100	19260	-20100	19260	0
19270	-20000	19270	-100	19270	-20100	19270	0
19280	-20000	19280	-99	19280	-20099	19280	0
19290	-20000	19290	-99	19290	-20099	19290	0
19300	-20000	19300	-100	19300	-20100	19300	0
19310	-20000	19310	-101	19310	-20101	19310	0
19320	-20000	19320	-101	19320	-20101	19320	0
19330	-20000	19330	-97	19330	-20097	19330	0
19340	-20000	19340	-98	19340	-20098	19340	0
19350	-20000	19350	-100	19350	-20100	19350	0
19360	-20000	19360	-98	19360	-20098	19360	0
19370	-20000	19370	-100	19370	-20100	19370	0
19380	-20000	19380	-100	19380	-20100	19380	0
19390	-20000	19390	-101	19390	-20101	19390	0
19400	-20000	19400	-99	19400	-20099	19400	0
19410	-20000	19410	-100	19410	-20100	19410	0
19420	-20000	19420	-100	19420	-20100	19420	0
19430	-20000	19430	-99	19430	-20099	19430	0
19440	-20000	19440	-99	19440	-20099	19440	0
19450	-20000	19450	-101	19450	-20101	19450	0
19460	-20000	19460	-99	19460	-20099	19460	0
19470	-20000	19470	-100	19470	-20100	19470	0
19480	-20000	19480	-100	19480	-20100	19480	0
19490	-20000	19490	-100	19490	-20100	19490	0
19500	-20000	19500	-99	19500	-20099	19500	0
19510	-20000	19510	-101	19510	-20101	19510	0
19520	-20000	19520	-100	19520	-20100	19520	0
19530	-20000	19530	-101	19530	-20101	19530	0
19540	-20000	19540	-99	19540	-20099	19540	0
19550	-20000	19550	-102	19550	-20102	19550	0
19560	-20000	19560	-100	19560	-20100	19560	0
19570	-20000	19570	-99	19570	-20099	19570	0
19580	-20000	19580	-97	19580	-20097	19580	0
19590	-20000	19590	-99	19590	-20099	19590	0
19600	-20000	19600	-101	19600	-20101	19600	0
19610	-20000	19610	-101	19610	-20101	19610	0
19620	-20000	19620	-101	19620	-20101	19620	0
19630	-20000	19630	-98	19630	-20098	19630	0
19640	-20000	19640	-101	19640	-20101	19640	0
19650	-20000	19650	-100	19650	-20100	19650	0
19660	-20000	19660	-101	19660	-20101	19660	0
19670	-20000	19670	-99	19670	-20099	19670	0
19680	-20000	19680	-101	19680	-20101	19680	0
19690	-20000	19690	-101	19690	-20101	19690	0
19700	-20000	19700	-99	19700	-20099	19700	0
19710	-20000	19710	-101	19710	-20101	19710	0
19720	-20000	19720	-100	19720	-20100	19720	0
19730	-20000	19730	-100	19730	-20100	19730	0
19740	-20000	19740	-101	19740	-20101	19740	0
19750	-20000	19750	-101	19750	-20101	19750	0
19760	-20000	19760	-100	19760	-20100	19760	0
19770	-20000	19770	-102	19770	-20102	19770	0
19780	-20000	19780	-100	19780	-20100	19780	0
19790	-20000	19790	-101	19790	-20101	19790	0
19800	-20000	19800	-101	19800	-20101	19800	0
19810	-20000	19810	-101	19810	-20101	19810	0
19820	-20000	19820	-99	19820	-20099	19820	0
19830	-20000	19830	-102	19830	-20102	19830	0
19840	-20000	19840	-101	19840	-20101	19840	0
19850	-20000	19850	-101	19850	-20101	19850	0
19860	-20000	19860	-103	19860	-20103	19860	0
19870	-20000	19870	-101	19870	-20101	19870	0
19880	-20000	19880	-101	19880	-20101	19880	0
19890	-20000	19890	-100	19890	-20100	19890	0
19900	-20000	19900	-101	19900	-20101	19900	0
19910	-20000	19910	-101	19910	-20101	19910	0
19920	-20000	19920	-102	19920	-20102	19920	0
19930	-20000	19930	-101	19930	-20101	19930	0
19940	-20000	19940	-103	19940	-20103	19940	0
19950	-20000	19950	-102	19950	-20102	19950	0
